group	group_name	seqnames	start	end	width	strand	name	uniprot_id	abs_summit	pileup	p_value	fold_enrichment	q_value	ID	annotation	gene_symbol	geneChr	geneStart
1	mm_th1_r1	chr1	54660424	54660804	381	*	Gata3	P23772	54660700	52	61.53473	21.54034	55.36199	29	Promoter (2-3kb)	Ankrd44	1	54649097
1	mm_th1_r1	chr1	57377563	57377678	116	*	Gata3	P23772	57377602	4	4.80865	3.84911	1.36395	30	Promoter (<=1kb)	1700066M21Rik	1	57377620
1	mm_th1_r1	chr1	58770114	58770273	160	*	Gata3	P23772	58770178	9	12.60203	7.97083	8.12744	31	Distal Intergenic	Casp8	1	58795374
1	mm_th1_r1	chr1	59180041	59180156	116	*	Gata3	P23772	59180095	5	6.51699	4.7825	2.52307	32	Exon (ENSMUST00000027178.12/74018, exon 23 of 34)	Mpp4	1	59120935
1	mm_th1_r1	chr1	59475753	59475921	169	*	Gata3	P23772	59475860	13	17.75215	10.49869	13.01042	33	Distal Intergenic	Fzd7	1	59482424
1	mm_th1_r1	chr1	62875737	62875858	122	*	Gata3	P23772	62875775	12	16.12842	9.74878	11.46802	34	Distal Intergenic	Nrp2	1	62703702
1	mm_th1_r1	chr1	63665476	63665794	319	*	Gata3	P23772	63665584	37	47.74121	20.52944	41.96581	35	Intron (ENSMUST00000090313.4/241073, intron 6 of 14)	Dytn	1	63664220
1	mm_th1_r1	chr1	64000998	64001148	151	*	Gata3	P23772	64001068	9	10.91726	7.249	6.54965	36	Distal Intergenic	Gm13749	1	63964727
1	mm_th1_r1	chr1	64507759	64507975	217	*	Gata3	P23772	64507866	10	11.16187	7.36032	6.77561	37	Distal Intergenic	Creb1	1	64532645
1	mm_th1_r1	chr1	64533906	64534104	199	*	Gata3	P23772	64534021	10	11.85242	7.71659	7.42451	38	Promoter (1-2kb)	Creb1	1	64532894
1	mm_th1_r1	chr1	64690616	64690758	143	*	Gata3	P23772	64690665	6	7.9583	5.57958	3.81677	39	Promoter (<=1kb)	2810408I11Rik	1	64679871
1	mm_th1_r1	chr1	69343488	69343811	324	*	Gata3	P23772	69343711	18	19.20677	10.52632	14.39621	40	Distal Intergenic	Erbb4	1	68032186
1	mm_th1_r1	chr1	69461185	69461520	336	*	Gata3	P23772	69461369	46	54.61764	20.43923	48.63672	41	Distal Intergenic	Ikzf2	1	69538768
1	mm_th1_r1	chr1	69681074	69681189	116	*	Gata3	P23772	69681150	9	11.46031	7.49906	7.05565	42	Promoter (2-3kb)	Ikzf2	1	69538768
1	mm_th1_r1	chr1	79559300	79559579	280	*	Gata3	P23772	79559470	15	16.40694	9.59808	11.73141	43	Distal Intergenic	Ap1s3	1	79608845
1	mm_th1_r1	chr1	79581701	79581825	125	*	Gata3	P23772	79581737	11	14.03754	8.77193	9.48121	44	Distal Intergenic	Ap1s3	1	79608845
1	mm_th1_r1	chr1	80107888	80108031	144	*	Gata3	P23772	80107978	8	8.5051	6.02208	4.32142	45	Distal Intergenic	Fam124b	1	80198706
1	mm_th1_r1	chr1	80213853	80213981	129	*	Gata3	P23772	80213897	8	8.33636	5.93081	4.16542	46	Promoter (<=1kb)	Fam124b	1	80198706
1	mm_th1_r1	chr1	80214019	80214149	131	*	Gata3	P23772	80214092	10	10.95381	7.24876	6.58434	47	Promoter (<=1kb)	Fam124b	1	80198706
1	mm_th1_r1	chr1	80214201	80214316	116	*	Gata3	P23772	80214280	7	7.09342	5.27183	3.05088	48	Promoter (<=1kb)	Fam124b	1	80198706
1	mm_th1_r1	chr1	80362623	80362923	301	*	Gata3	P23772	80362808	23	28.83083	14.70138	23.65847	49	Distal Intergenic	Cul3	1	80264923
1	mm_th1_r1	chr1	80646785	80646954	170	*	Gata3	P23772	80646856	10	11.05661	7.30412	6.67514	50	Exon (ENSMUST00000187698.1/210293, exon 2 of 2)	Dock10	1	80501713
1	mm_th1_r1	chr1	82031396	82031511	116	*	Gata3	P23772	82031463	6	7.9583	5.57958	3.81677	51	Distal Intergenic	Mir6344	1	82131916
1	mm_th1_r1	chr1	82869440	82869615	176	*	Gata3	P23772	82869529	21	25.52264	13.38199	20.46763	52	Intron (ENSMUST00000189220.6/15463, intron 2 of 12)	Agfg1	1	82840073
1	mm_th1_r1	chr1	85686614	85686729	116	*	Gata3	P23772	85686653	6	7.9583	5.57958	3.81677	53	Intron (ENSMUST00000155094.7/20684, intron 11 of 16)	Sp100	1	85693939
1	mm_th1_r1	chr1	85794214	85794329	116	*	Gata3	P23772	85794259	8	10.11473	6.80787	5.79988	54	Promoter (<=1kb)	Cab39	1	85794468
1	mm_th1_r1	chr1	85806823	85806987	165	*	Gata3	P23772	85806894	10	11.97874	7.77935	7.5454	55	Intron (ENSMUST00000113360.7/12283, intron 1 of 8)	Cab39	1	85794511
1	mm_th1_r1	chr1	85962311	85962538	228	*	Gata3	P23772	85962414	34	42.23639	18.56272	36.6167	56	Promoter (1-2kb)	Gpr55	1	85938318
1	mm_th1_r1	chr1	86394409	86394634	226	*	Gata3	P23772	86394488	7	9.18463	6.26959	4.94494	57	Intron (ENSMUST00000212541.1/14767, intron 2 of 3)	Nmur1	1	86387847
1	mm_th1_r1	chr1	86583902	86584017	116	*	Gata3	P23772	86583929	7	9.32807	6.32661	5.07948	58	Promoter (<=1kb)	Cops7b	1	86582938
1	mm_th1_r1	chr1	87830076	87830191	116	*	Gata3	P23772	87830137	6	7.9583	5.57958	3.81677	59	Intron (ENSMUST00000155393.7/20215, intron 10 of 11)	Sag	1	87826488
1	mm_th1_r1	chr1	87877993	87878112	120	*	Gata3	P23772	87878008	7	8.2205	5.84795	4.05952	60	Promoter (2-3kb)	Dgkd	1	87880435
1	mm_th1_r1	chr1	87899748	87899919	172	*	Gata3	P23772	87899833	18	22.55755	12.42642	17.61222	61	Exon (ENSMUST00000195720.1/ENSMUST00000195720.1, exon 1 of 1)	Dgkd	1	87917898
1	mm_th1_r1	chr1	88079553	88079668	116	*	Gata3	P23772	88079588	5	6.421	4.74496	2.49286	62	Intron (ENSMUST00000138182.7/394430, intron 1 of 3)	Ugt1a2	1	88087813
1	mm_th1_r1	chr1	88277862	88278003	142	*	Gata3	P23772	88277911	12	10.56969	6.73052	6.22453	63	Promoter (<=1kb)	Trpm8	1	88277661
1	mm_th1_r1	chr1	88475581	88475730	150	*	Gata3	P23772	88475643	12	15.41743	9.4237	10.78878	64	Distal Intergenic	Glrp1	1	88499871
1	mm_th1_r1	chr1	88578095	88578210	116	*	Gata3	P23772	88578122	7	8.2205	5.84795	4.05952	65	Distal Intergenic	Gm19589	1	88551517
1	mm_th1_r1	chr1	90738893	90739050	158	*	Gata3	P23772	90738951	8	10.11473	6.80787	5.79988	66	Distal Intergenic	Col6a3	1	90767389
1	mm_th1_r1	chr1	91278398	91278527	130	*	Gata3	P23772	91278496	8	10.2524	6.86761	5.9289	67	Promoter (2-3kb)	Ube2f	1	91276111
1	mm_th1_r1	chr1	94035464	94035625	162	*	Gata3	P23772	94035537	6	7.9583	5.57958	3.81677	68	Distal Intergenic	Neu4	1	94020493
1	mm_th1_r1	chr1	94056041	94056165	125	*	Gata3	P23772	94056117	10	12.52316	8.04094	8.05544	69	Distal Intergenic	Pdcd1	1	94038305
1	mm_th1_r1	chr1	95655550	95655797	248	*	Gata3	P23772	95655610	11	10.97322	7.14924	6.60282	70	Intron (ENSMUST00000043336.10/20452, intron 2 of 4)	St8sia4	1	95618551
1	mm_th1_r1	chr1	106819942	106820057	116	*	Gata3	P23772	106820007	6	7.9583	5.57958	3.81677	71	Distal Intergenic	Vps4b	1	106769430
1	mm_th1_r1	chr1	122357117	122357328	212	*	Gata3	P23772	122357224	13	18.63594	10.87379	13.85183	72	Distal Intergenic	Gm28590	1	122205145
1	mm_th1_r1	chr1	125476547	125476663	117	*	Gata3	P23772	125476571	10	11.97874	7.77935	7.5454	73	Distal Intergenic	Actr3	1	125405880
1	mm_th1_r1	chr1	125502184	125502440	257	*	Gata3	P23772	125502250	13	12.5034	7.70713	8.03774	74	Distal Intergenic	Slc35f5	1	125560595
1	mm_th1_r1	chr1	125504024	125504220	197	*	Gata3	P23772	125504114	19	20.48441	11.01018	15.62111	75	Distal Intergenic	Slc35f5	1	125560595
1	mm_th1_r1	chr1	127242256	127242430	175	*	Gata3	P23772	127242356	9	12.43983	7.90826	7.97658	76	Exon (ENSMUST00000191635.1/ENSMUST00000191635.1, exon 1 of 1)	Mgat5	1	127205028
1	mm_th1_r1	chr1	128399144	128399354	211	*	Gata3	P23772	128399253	11	13.73079	8.62689	9.1908	77	Intron (ENSMUST00000027602.14/226414, intron 4 of 15)	Dars	1	128363707
1	mm_th1_r1	chr1	128447713	128447907	195	*	Gata3	P23772	128447798	9	8.95009	6.21311	4.73124	78	Distal Intergenic	Dars	1	128412118
1	mm_th1_r1	chr1	128478365	128478529	165	*	Gata3	P23772	128478441	7	7.82896	5.65771	3.71786	79	Distal Intergenic	Dars	1	128412118
1	mm_th1_r1	chr1	128557454	128557569	116	*	Gata3	P23772	128557519	7	9.18463	6.26959	4.94494	80	Distal Intergenic	Cxcr4	1	128588199
1	mm_th1_r1	chr1	130902413	130902676	264	*	Gata3	P23772	130902566	35	42.88645	18.52805	37.24532	81	Distal Intergenic	Il20	1	130907415
1	mm_th1_r1	chr1	131079910	131080080	171	*	Gata3	P23772	131079994	13	16.15064	9.74252	11.48749	82	Intron (ENSMUST00000016672.10/17164, intron 1 of 9)	Mapkapk2	1	131056889
1	mm_th1_r1	chr1	131134993	131135157	165	*	Gata3	P23772	131135070	9	11.76159	7.63068	7.33803	83	Intron (ENSMUST00000016670.8/226419, intron 2 of 2)	Dyrk3	1	131129875
1	mm_th1_r1	chr1	131204608	131204798	191	*	Gata3	P23772	131204719	20	26.7606	14.27115	21.66156	84	Intron (ENSMUST00000027688.14/54354, intron 2 of 5)	Rassf5	1	131176410
1	mm_th1_r1	chr1	131691453	131691638	186	*	Gata3	P23772	131691533	14	19.18959	11.15242	14.38051	85	Promoter (2-3kb)	Rab7b	1	131688766
1	mm_th1_r1	chr1	132865637	132865854	218	*	Gata3	P23772	132865743	28	35.30946	16.81647	29.90046	86	Distal Intergenic	Lrrn2	1	132880273
1	mm_th1_r1	chr1	133798092	133798228	137	*	Gata3	P23772	133798191	11	13.88177	8.6988	9.33233	87	Promoter (2-3kb)	Atp2b4	1	133699457
1	mm_th1_r1	chr1	134865629	134865787	159	*	Gata3	P23772	134865679	8	10.54425	6.99029	6.20308	88	Exon (ENSMUST00000045665.12/329251, exon 13 of 24)	Ppp1r12b	1	134759067
1	mm_th1_r1	chr1	135131228	135131343	116	*	Gata3	P23772	135131276	6	7.601	5.43689	3.50795	89	Promoter (<=1kb)	Ptprv	1	135129472
1	mm_th1_r1	chr1	135556010	135556162	153	*	Gata3	P23772	135556081	10	12.52316	8.04094	8.05544	90	Intron (ENSMUST00000040599.14/215690, intron 1 of 29)	NA	1	135584773
1	mm_th1_r1	chr1	136521559	136521696	138	*	Gata3	P23772	136521641	7	9.32807	6.32661	5.07948	91	Intron (ENSMUST00000201676.3/381293, intron 25 of 27)	Kif14	1	136476340
1	mm_th1_r1	chr1	136600585	136600806	222	*	Gata3	P23772	136600725	12	14.79	9.11961	10.19184	92	Distal Intergenic	Zfp281	1	136624901
1	mm_th1_r1	chr1	138136588	138136766	179	*	Gata3	P23772	138136659	9	10.01076	6.79579	5.70254	93	Intron (ENSMUST00000182283.7/19264, intron 2 of 29)	Ptprc	1	138062861
1	mm_th1_r1	chr1	138343638	138343811	174	*	Gata3	P23772	138343713	24	31.43897	15.87302	26.17558	94	Distal Intergenic	Atp6v1g3	1	138273738
1	mm_th1_r1	chr1	138620185	138620312	128	*	Gata3	P23772	138620224	9	8.72453	6.08273	4.52266	95	Promoter (<=1kb)	Nek7	1	138483837
1	mm_th1_r1	chr1	138939813	138940085	273	*	Gata3	P23772	138939891	19	24.51229	13.28021	19.49186	96	Distal Intergenic	Dennd1b	1	138963435
1	mm_th1_r1	chr1	138952496	138952611	116	*	Gata3	P23772	138952575	6	7.9583	5.57958	3.81677	97	Distal Intergenic	Dennd1b	1	138963435
1	mm_th1_r1	chr1	138975941	138976168	228	*	Gata3	P23772	138976082	28	33.17145	15.57047	27.84153	98	Promoter (1-2kb)	4930596I21Rik	1	138977656
1	mm_th1_r1	chr1	139305201	139305316	116	*	Gata3	P23772	139305245	7	9.45714	6.37667	5.18931	99	Intron (ENSMUST00000059825.11/170788, intron 5 of 11)	Crb1	1	139248726
1	mm_th1_r1	chr1	144006586	144006974	389	*	Gata3	P23772	144006759	85	104.09939	28.01303	96.67996	100	Promoter (2-3kb)	Rgs2	1	143999338
1	mm_th1_r1	chr1	144033583	144033727	145	*	Gata3	P23772	144033673	15	17.96137	10.46436	13.2062	101	Distal Intergenic	Rgs2	1	143999338
1	mm_th1_r1	chr1	144076708	144077054	347	*	Gata3	P23772	144076892	37	44.76814	18.77934	39.07409	102	Distal Intergenic	Rgs2	1	143999338
1	mm_th1_r1	chr1	144200681	144200823	143	*	Gata3	P23772	144200757	9	10.21891	6.90369	5.89798	103	Distal Intergenic	Rgs13	1	144138654
1	mm_th1_r1	chr1	145343910	145344025	116	*	Gata3	P23772	145343932	6	7.37573	5.34147	3.3087	104	Distal Intergenic	Rgs18	1	144752683
1	mm_th1_r1	chr1	151973259	151973435	177	*	Gata3	P23772	151973349	22	27.25121	14.08882	22.13529	105	Intron (ENSMUST00000187603.6/69399, intron 3 of 6)	1700025G04Rik	1	151892903
1	mm_th1_r1	chr1	152084838	152084958	121	*	Gata3	P23772	152084879	10	12.97973	8.24897	8.48563	106	Intron (ENSMUST00000187603.6/69399, intron 1 of 6)	1700025G04Rik	1	151852403
1	mm_th1_r1	chr1	153085405	153085567	163	*	Gata3	P23772	153085480	15	20.85645	11.89591	15.97733	107	Intron (ENSMUST00000186368.6/226518, intron 4 of 11)	Nmnat2	1	153093480
1	mm_th1_r1	chr1	153408814	153408929	116	*	Gata3	P23772	153408885	5	6.51699	4.7825	2.52307	108	Promoter (<=1kb)	NA	1	153404827
1	mm_th1_r1	chr1	155119888	155120024	137	*	Gata3	P23772	155119967	10	13.31196	8.39374	8.79755	109	Distal Intergenic	Mr1	1	155127874
1	mm_th1_r1	chr1	156574172	156574382	211	*	Gata3	P23772	156574269	8	10.54425	6.99029	6.20308	110	Intron (ENSMUST00000173929.7/11352, intron 1 of 2)	Abl2	1	156559049
1	mm_th1_r1	chr1	157248004	157248300	297	*	Gata3	P23772	157248078	12	13.9693	8.69856	9.41662	111	Intron (ENSMUST00000078308.12/226525, intron 3 of 17)	Rasal2	1	157175979
1	mm_th1_r1	chr1	160371791	160371920	130	*	Gata3	P23772	160371835	10	11.72958	7.65484	7.30921	112	Intron (ENSMUST00000194105.1/ENSMUST00000194105.1, intron 4 of 4)	Rabgap1l	1	160219174
1	mm_th1_r1	chr1	161309566	161309756	191	*	Gata3	P23772	161309657	18	22.55755	12.42642	17.61222	113	Distal Intergenic	Prdx6	1	161240112
1	mm_th1_r1	chr1	161670906	161671031	126	*	Gata3	P23772	161670960	12	11.04766	7.02323	6.66883	114	Distal Intergenic	Fasl	1	161780689
1	mm_th1_r1	chr1	161671089	161671340	252	*	Gata3	P23772	161671244	30	36.26921	16.6443	30.82786	115	Distal Intergenic	Fasl	1	161780689
1	mm_th1_r1	chr1	161782749	161782864	116	*	Gata3	P23772	161782779	8	8.68232	6.11621	4.48181	116	Intron (ENSMUST00000000834.3/14103, intron 3 of 3)	Fasl	1	161780689
1	mm_th1_r1	chr1	161922186	161922354	169	*	Gata3	P23772	161922282	8	10.2524	6.86761	5.9289	117	Distal Intergenic	Suco	1	161816114
1	mm_th1_r1	chr1	162728200	162728333	134	*	Gata3	P23772	162728239	18	21.42188	11.80491	16.52046	118	Intron (ENSMUST00000182149.7/226562, intron 1 of 34)	Prrc2c	1	162722905
1	mm_th1_r1	chr1	164073110	164073281	172	*	Gata3	P23772	164073197	14	14.61007	8.75657	10.02543	119	3' UTR	Sell	1	164068962
1	mm_th1_r1	chr1	164083013	164083226	214	*	Gata3	P23772	164083170	11	12.54831	8.02944	8.0778	120	3' UTR	Sell	1	164068962
1	mm_th1_r1	chr1	164135355	164135501	147	*	Gata3	P23772	164135397	15	11.5398	6.65834	7.13081	121	Intron (ENSMUST00000162746.1/20344, intron 8 of 15)	Selp	1	164141318
1	mm_th1_r1	chr1	164135535	164135714	180	*	Gata3	P23772	164135634	19	16.0911	8.36295	11.43171	122	Intron (ENSMUST00000162746.1/20344, intron 8 of 15)	Selp	1	164141318
1	mm_th1_r1	chr1	164136822	164137043	222	*	Gata3	P23772	164136942	18	15.0601	8.02195	10.44996	123	Intron (ENSMUST00000162746.1/20344, intron 8 of 15)	Selp	1	164141318
1	mm_th1_r1	chr1	164342361	164342525	165	*	Gata3	P23772	164342463	7	6.74942	5.07936	2.73909	124	Promoter (2-3kb)	Nme7	1	164345219
1	mm_th1_r1	chr1	164959826	164959950	125	*	Gata3	P23772	164959931	9	10.67077	7.13012	6.32048	125	Distal Intergenic	Xcl1	1	164931644
1	mm_th1_r1	chr1	165845038	165845215	178	*	Gata3	P23772	165845117	18	23.28926	12.81187	18.31643	126	Exon (ENSMUST00000191634.1/ENSMUST00000191634.1, exon 1 of 1)	Cd247	1	165858216
1	mm_th1_r1	chr1	170862959	170863166	208	*	Gata3	P23772	170863056	12	14.79	9.11961	10.19184	127	Intron (ENSMUST00000027974.6/226641, intron 1 of 15)	Atf6	1	170704674
1	mm_th1_r1	chr1	171685097	171685212	116	*	Gata3	P23772	171685163	6	6.38461	4.87126	2.46749	128	Intron (ENSMUST00000015499.13/12506, intron 1 of 2)	Cd48	1	171682010
1	mm_th1_r1	chr1	171772370	171772541	172	*	Gata3	P23772	171772472	13	14.77675	9.02062	10.18032	129	Intron (ENSMUST00000015460.4/27218, intron 1 of 6)	Slamf1	1	171767155
1	mm_th1_r1	chr1	171845445	171845689	245	*	Gata3	P23772	171845579	15	16.07058	9.40347	11.41333	130	Intron (ENSMUST00000155802.7/12523, intron 2 of 8)	Cd84	1	171840633
1	mm_th1_r1	chr1	171939525	171939640	116	*	Gata3	P23772	171939581	8	9.38272	6.47017	5.12795	131	Promoter (2-3kb)	Slamf6	1	171942629
1	mm_th1_r1	chr1	172015300	172015554	255	*	Gata3	P23772	172015409	47	62.71845	24.70407	56.51463	132	Intron (ENSMUST00000027837.12/93840, intron 1 of 7)	Vangl2	1	172004763
1	mm_th1_r1	chr1	172514051	172514166	116	*	Gata3	P23772	172514084	9	10.79213	7.18907	6.43412	133	Exon (ENSMUST00000195877.1/ENSMUST00000195877.1, exon 1 of 1)	Cfap45	1	172521044
1	mm_th1_r1	chr1	179131449	179131576	128	*	Gata3	P23772	179131540	9	11.17973	7.37191	6.79171	134	Intron (ENSMUST00000128302.7/69726, intron 5 of 11)	Smyd3	1	178955046
1	mm_th1_r1	chr1	179169789	179170101	313	*	Gata3	P23772	179169991	13	15.56073	9.44032	10.92512	135	Intron (ENSMUST00000128302.7/69726, intron 5 of 11)	Smyd3	1	178955046
1	mm_th1_r1	chr1	180917216	180917347	132	*	Gata3	P23772	180917274	9	12.60203	7.97083	8.12744	136	Distal Intergenic	Pycr2	1	180905915
1	mm_th1_r1	chr1	182275007	182275122	116	*	Gata3	P23772	182275116	5	6.21225	4.66019	2.31706	137	Distal Intergenic	Degs1	1	182279004
1	mm_th1_r1	chr1	183299161	183299445	285	*	Gata3	P23772	183299254	19	21.7555	11.75433	16.84053	138	Promoter (1-2kb)	Aida	1	183297570
1	mm_th1_r1	chr1	183299493	183299624	132	*	Gata3	P23772	183299587	14	14.61007	8.75657	10.02543	139	Promoter (1-2kb)	Aida	1	183297570
1	mm_th1_r1	chr1	187235245	187235360	116	*	Gata3	P23772	187235323	5	6.11431	4.61894	2.23395	140	Exon (ENSMUST00000097443.9/67769, exon 6 of 6)	Gpatch2	1	187226180
1	mm_th1_r1	chr1	191035706	191035821	116	*	Gata3	P23772	191035761	5	6.11431	4.61894	2.23395	141	Promoter (<=1kb)	Spata45	1	191036639
1	mm_th1_r1	chr1	191088032	191088147	116	*	Gata3	P23772	191088082	6	7.9583	5.57958	3.81677	142	Distal Intergenic	Batf3	1	191097847
1	mm_th1_r1	chr1	191102773	191103011	239	*	Gata3	P23772	191102865	34	42.04511	18.45018	36.42699	143	Promoter (2-3kb)	Batf3	1	191100477
1	mm_th1_r1	chr1	191193888	191194119	232	*	Gata3	P23772	191194003	40	51.61817	21.48284	45.72521	144	Intron (ENSMUST00000195117.1/11910, intron 1 of 3)	Atf3	1	191170296
1	mm_th1_r1	chr1	192510690	192510879	190	*	Gata3	P23772	192510775	14	18.20877	10.69519	13.44443	145	Intron (ENSMUST00000128619.7/226861, intron 11 of 11)	Kcnh1	1	192434740
1	mm_th1_r1	chr1	193667824	193668025	202	*	Gata3	P23772	193667923	8	10.69932	7.05329	6.34718	146	Distal Intergenic	Mir205	1	193507463
1	mm_th1_r1	chr1	195241624	195241913	290	*	Gata3	P23772	195241735	10	13.48769	8.46805	8.96254	147	Distal Intergenic	Cr2	1	195136811
1	mm_th1_r1	chr10	5534668	5534783	116	*	Gata3	P23772	5534731	6	7.9583	5.57958	3.81677	148	Intron (ENSMUST00000215295.1/64009, intron 2 of 145)	Syne1	10	5020917
1	mm_th1_r1	chr10	7483851	7484016	166	*	Gata3	P23772	7483948	16	22.54958	12.63941	17.60619	149	Distal Intergenic	Ulbp1	10	7443038
1	mm_th1_r1	chr10	7839573	7839723	151	*	Gata3	P23772	7839645	17	23.08607	12.83422	18.12167	150	Intron (ENSMUST00000039484.5/237256, intron 1 of 5)	Mir5104	10	7836381
1	mm_th1_r1	chr10	8020919	8021101	183	*	Gata3	P23772	8021001	9	10.11348	6.84931	5.79988	151	Intron (ENSMUST00000218165.1/ENSMUST00000218165.1, intron 1 of 1)	Tab2	10	7905653
1	mm_th1_r1	chr10	8370053	8370281	229	*	Gata3	P23772	8370181	7	9.18463	6.26959	4.94494	152	Intron (ENSMUST00000061601.8/338362, intron 2 of 7)	Ust	10	8204756
1	mm_th1_r1	chr10	10355586	10355702	117	*	Gata3	P23772	10355637	9	11.3176	7.43494	6.92007	153	Intron (ENSMUST00000179956.7/215772, intron 30 of 36)	Adgb	10	10335709
1	mm_th1_r1	chr10	11492139	11492261	123	*	Gata3	P23772	11492155	9	12.60203	7.97083	8.12744	154	Distal Intergenic	Timm8a1	10	11609223
1	mm_th1_r1	chr10	13730888	13731033	146	*	Gata3	P23772	13730955	8	10.2524	6.86761	5.9289	155	Intron (ENSMUST00000162610.7/66253, intron 3 of 5)	Aig1	10	13653588
